stage,objective
1,2.7002356920000017e6
2,3.0217768247829974e6
3,3.1520353328747153e6
4,3.036341345991455e6
5,3.021768784783751e6
6,3.0217679871622995e6
7,1.9559930932936445e6
8,1.5281769919214174e6
9,1.1361576202600002e6
10,2.3399934416999985e6
11,4.246336998414904e6
12,361297.3997613955
13,291863.91114000045
14,291866.23257128056
15,802948.6012600008
16,510597.9151191199
17,336145.4788268111
18,248406.98821999994
19,256471.64714000002
20,248413.06656158273
21,268731.10314
22,247255.17874000012
23,245091.08694000004
24,245096.93886122364
