stage,objective
1,2.7002356920000017e6
2,927271.1005235985
3,741213.515621379
4,802953.6882539093
5,310007.0191111658
6,310148.4618188031
7,338368.6549388133
8,336142.70508400723
9,310000.7881400008
10,802943.5860645529
11,716932.6133142114
12,1.8501703786210194e6
13,1.863023918566361e6
14,2.2093931434999984e6
15,340086.44164403435
16,794859.7715888871
17,1.0051750883572493e6
18,908412.3832774628
19,1.690336726977734e6
20,822973.6467375662
21,810721.7095409466
22,801510.1283173226
23,245086.78484906966
24,245083.37535175806
