from,to,value
1,1,0.0
1,2,3503.433368556623
1,3,507.6079999999999
1,4,0.0
1,5,1101.1450000000082
2,1,87.00538127771777
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,0.0
5,1,0.0
5,2,0.0
5,3,168.44800000000083
5,4,932.6969999999992
5,5,0.0
