plant,unit,value
1,1,632.34
1,2,1328.4
1,3,0.0
1,4,99.34700000000001
1,5,49.58713133611131
1,6,11.76
1,7,486.68
1,8,0.0
1,9,252.36936412594915
1,10,220.29580000000013
1,11,158.26
1,12,14.356636748956022
1,13,0.0
1,14,62.54967226964124
1,15,0.0
1,16,35.67
1,17,83.64
1,18,9.23
1,19,20.68061496802165
1,20,399.9979
1,21,79.0
1,22,146.0
1,23,98.02
1,24,0.0
1,25,11.48
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,149.89300840660118
1,33,109.53341251683429
1,34,0.0
1,35,0.0
1,36,0.0
1,37,643.7539999999993
1,38,150.31878183112346
1,39,0.0
1,40,192.51859999999996
1,41,0.0
1,42,43.26
1,43,0.0
2,1,0.0
2,2,53.35
2,3,53.35
2,4,320.6
2,5,0.0
2,6,45.45
2,7,1.4
2,8,10.708399999999976
2,9,45.25
2,10,101.00139999999992
2,11,194.46860000000032
2,12,306.3084000000001
2,13,0.0
2,14,93.93719999999996
2,15,229.7
2,16,5.9
2,17,267.4104573565235
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,77.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,38.64
3,15,313.52
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,31.62
3,29,0.0
3,30,0.0
3,31,0.0
3,32,483.2660000000001
3,33,3.23
4,1,0.0
4,2,0.0
