stage,objective
1,2.7002356920000017e6
2,1.8630252286638021e6
3,3.021796195487775e6
4,3.5201703455512077e6
5,3.5424307834278718e6
6,3.0217708499004617e6
7,3.021771333499998e6
8,3.02177126819326e6
9,2.6839512456936873e6
10,1.5281711994601674e6
11,1.6287372192999981e6
12,1.528174388723597e6
13,2.1164237409526594e6
14,1.5281751371657997e6
15,389629.72042426467
16,281662.09539751615
17,687221.4676344749
18,532849.888859963
19,1.326400578224456e6
20,510595.2252073535
21,1.0431851974e6
22,4.1811262078580167e6
23,1.5970189751588376e6
24,326888.7943276597
