stage,objective
1,340078.4790400006
2,336198.8420400005
3,291934.3254399998
4,256543.66574000008
5,256539.4082399998
6,256487.03165999986
7,256483.07014000043
8,256486.82964000013
9,256493.55824000016
10,291879.80523999967
11,281683.9462400004
12,310130.6747399941
13,256541.31163999997
14,256726.4886400001
15,256559.06464
16,256556.55474000005
17,261185.3666423522
18,268915.1711404382
19,310013.87523999996
20,340079.23324
21,532873.9838599998
22,291889.49194
23,256567.64464
24,245196.77344000002
