stage,objective
1,2.7002356920000017e6
2,2.2848526440000013e6
3,927279.5347366147
4,802951.6470842324
5,663348.0022916775
6,510595.1419011224
7,532850.5240599997
8,291879.61395851895
9,310010.6087997202
10,268727.0458103055
11,336142.304706417
12,802944.4906600006
13,637953.8821659423
14,412341.88426309265
15,1.5319270596583467e6
16,2.9582327719330825e6
17,2.284852033354819e6
18,3.0217691368289106e6
19,3.842233339470839e6
20,1.1835835722599998e6
21,2.6078944709833963e6
22,3.239281507233531e6
23,2.3853159911979963e6
24,246974.62871476126
