stage,objective
1,2.7002356920000017e6
2,2.780944129642345e6
3,3.0217821716670394e6
4,2.6839648601915166e6
5,1.894001835898243e6
6,1.8630220394252762e6
7,3.0217674417240173e6
8,2.4214301311970614e6
9,3.021767533806041e6
10,3.070856593032621e6
11,3.021769691778887e6
12,4.1043855519270524e6
13,3.916466270091936e6
14,3.712111490907401e6
15,4.364532609767772e6
16,3.0217759911971875e6
17,3.0013192684867512e6
18,3.021766892755501e6
19,3.0217696460127123e6
20,3.799358944014292e6
21,3.0217734184999997e6
22,3.3388652917254074e6
23,270111.8523748702
24,245085.18937676476
