stage,objective
1,2.7002356920000017e6
2,964411.6486537606
3,1.6680378676301092e6
4,1.0613012172438242e6
5,1.2639340704871193e6
6,964402.7873239703
7,1.5281714581388868e6
8,802942.8054350913
9,741196.7511255778
10,1.0051558329837434e6
11,1.0355433135996945e6
12,1.131906842759788e6
13,1.8630177902631238e6
14,3.0217694309956133e6
15,6.095164652775653e6
16,5.12673681847167e6
17,5.1709467541858405e6
18,6.415593635927059e6
19,9.360221953806221e6
20,6.348477170714036e6
21,5.843984334237929e6
22,5.528491217134692e6
23,4.0581382279060166e6
24,2.762826735500647e6
