stage,objective
1,2.7002356920000017e6
2,3.0217812537413985e6
3,3.021771034827754e6
4,3.0217727006483823e6
5,3.021769550647065e6
6,3.6418913682181984e6
7,3.6964107552080825e6
8,3.021773284500003e6
9,3.681102688500002e6
10,1.9545789155000001e6
11,4.1935343002839163e6
12,5.740835977123022e6
13,1.478645510499999e6
14,908377.1726000011
15,1.5281812014414333e6
16,1.7970096760013402e6
17,2.508875922983e6
18,1.3581308804925429e6
19,1.0431883922600001e6
20,603394.7311399998
21,1.0698580194192803e6
22,663543.7220953254
23,268727.68447981356
24,245083.12634771827
