plant,unit,value
1,1,648.78
1,2,1333.8
1,3,2.16
1,4,156.3183191814804
1,5,118.48900000000008
1,6,17.92
1,7,518.42
1,8,5.72
1,9,254.6478
1,10,226.59760000000006
1,11,235.46
1,12,142.82
1,13,17.4
1,14,122.04
1,15,13.1
1,16,53.94
1,17,130.56
1,18,295.36
1,19,341.51
1,20,399.9993999999999
1,21,91.0
1,22,172.0
1,23,113.23
1,24,123.52
1,25,17.08
1,26,36.0
1,27,87.04
1,28,3.6
1,29,13.44
1,30,140.8
1,31,32.0
1,32,216.72
1,33,167.7
1,34,82.56
1,35,7.04
1,36,57.8
1,37,781.8412430923302
1,38,478.37005945825774
1,39,0.5
1,40,196.3598
1,41,56.0
1,42,103.0
1,43,4.32
2,1,7.92
2,2,198.85
2,3,198.85
2,4,338.8
2,5,19.32
2,6,54.45
2,7,2.32
2,8,13.840399999999986
2,9,64.75
2,10,113.08559999999994
2,11,220.79440000000017
2,12,329.25500000000005
2,13,1.92
2,14,107.36627740423918
2,15,266.25
2,16,10.55
2,17,409.6
3,1,2.34
3,2,1.98
3,3,5.76
3,4,1.98
3,5,28.40399999999995
3,6,19.76
3,7,19.5
3,8,2.34
3,9,2.7
3,10,122.80758582346776
3,11,37.4
3,12,2.34
3,13,2.7
3,14,75.9
3,15,330.88
3,16,47.68
3,17,47.68
3,18,2.7
3,19,18.36
3,20,2.7
3,21,53.76
3,22,2.34
3,23,2.34
3,24,8.24
3,25,16.32
3,26,5.3
3,27,6.6
3,28,91.14
3,29,16.0
3,30,12.48
3,31,54.72
3,32,509.0540000000001
3,33,103.36
4,1,53.12
4,2,53.12
