region,depth,value
1,1,69.9165
1,2,17.8995
1,3,16.0245
1,4,9.846000000000002
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
