region,depth,value
1,1,0.0
1,2,0.0
1,3,187.91561150009306
1,4,340.75
2,1,0.0
2,2,0.0
2,3,0.0
2,4,315.316598572614
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
