stage,objective
1,2.7002356920000017e6
2,2.418563213071175e6
3,2.4214463677782863e6
4,3.0217757575108707e6
5,3.021771786276944e6
6,3.712107493869081e6
7,3.2460952262896895e6
8,3.021767222085759e6
9,3.021770354128316e6
10,3.021766906820819e6
11,5.126740315348506e6
12,5.160472902556911e6
13,4.769432669037096e6
14,9.501645202856332e6
15,9.53484525599353e6
16,9.459419126597717e6
17,1.8485385385103256e7
18,9.359877800012723e6
19,9.360223086249478e6
20,1.858334399151829e7
21,9.443362576220237e6
22,8.617798841963401e6
23,4.503839895803612e6
24,245084.58085690605
