region,depth,value
1,1,116.07250000000002
1,2,28.695
1,3,26.4725
1,4,16.39
2,1,46.429
2,2,11.478
2,3,10.589
2,4,6.556
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
