from,to,value
1,1,0.0
1,2,1652.8728697039196
1,3,213.1926227907326
1,4,0.0
1,5,860.3479583526776
2,1,1683.4545247362819
2,2,0.0
2,3,0.0
2,4,0.0
2,5,0.0
3,1,371.5457447918395
3,2,0.0
3,3,0.0
3,4,0.0
3,5,1308.752153775355
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
4,5,102.94576497097285
5,1,980.0291466566504
5,2,0.0
5,3,196.9419999999942
5,4,1095.0747304424156
5,5,0.0
