plant,unit,value
1,1,647.41
1,2,1331.1
1,3,2.88
1,4,156.5569999999999
1,5,116.26000000000013
1,6,18.76
1,7,507.84
1,8,4.4
1,9,254.6478
1,10,226.59760000000009
1,11,235.46
1,12,147.98011194151414
1,13,13.05
1,14,115.26
1,15,10.48
1,16,56.55
1,17,132.6
1,18,304.59
1,19,350.74
1,20,399.99910000000006
1,21,88.0
1,22,164.0
1,23,116.61
1,24,92.34400046658851
1,25,17.92
1,26,24.0
1,27,60.963990409709275
1,28,3.0
1,29,13.44
1,30,116.90898283133559
1,31,32.0
1,32,198.56924764975645
1,33,172.86
1,34,72.24
1,35,5.12
1,36,37.4
1,37,776.5226222125659
1,38,542.5403413716456
1,39,0.8
1,40,196.3598
1,41,36.75
1,42,105.06
1,43,4.32
2,1,5.28
2,2,209.75046702510096
2,3,201.43745522070037
2,4,333.2
2,5,14.49
2,6,55.7387415381946
2,7,2.12
2,8,14.153599999999981
2,9,63.25
2,10,113.61099999999993
2,11,221.9390000000002
2,12,327.91066352143685
2,13,1.92
2,14,106.91499999999996
2,15,266.25
2,16,10.85
2,17,421.4232536736305
3,1,1.69
3,2,1.43
3,3,4.16
3,4,1.43
3,5,28.40399999999998
3,6,15.2
3,7,15.0
3,8,1.69
3,9,1.95
3,10,121.2066227906461
3,11,24.2
3,12,1.69
3,13,1.95
3,14,74.52
3,15,327.16
3,16,31.29
3,17,31.29
3,18,1.95
3,19,13.26
3,20,1.95
3,21,40.32
3,22,1.69
3,23,1.69
3,24,8.24
3,25,10.88
3,26,4.24
3,27,5.28
3,28,94.60035570766613
3,29,10.5
3,30,12.48
3,31,35.91
3,32,505.3700000000001
3,33,90.44
4,1,34.86
4,2,34.86
