stage,objective
1,340078.4790400006
2,510677.5139600001
3,510652.60115999915
4,510696.82316000015
5,505328.1166643761
6,510701.3382600006
7,510625.80925999954
8,510620.3682599999
9,510623.8522600001
10,336163.85424000025
11,336249.7512400001
12,510700.9421600001
13,310149.36933999974
14,281757.67163999984
15,532987.5341600003
16,510693.19826
17,281697.42843999993
18,256552.93253999995
19,253549.4276399936
20,245121.08819556935
21,245109.45138443075
22,245116.47074000008
23,245186.11424000005
24,245147.29744000002
