stage,objective
1,340078.4790400006
2,510676.9509599991
3,510682.3312599994
4,510683.1381599996
5,532891.1051599998
6,510627.538759999
7,532867.84296
8,532858.66976
9,532989.5797600001
10,389682.8696600003
11,716976.0358600002
12,717043.0528599992
13,844705.2515600007
14,1.5284128746000007e6
15,1.8631635226000007e6
16,1.8630988597e6
17,1.5492504387728926e6
18,1.5282262060999256e6
19,1.5319568812000006e6
20,1.8632282535999995e6
21,2.0583977190748025e6
22,1.0902958034460687e6
23,649521.4293915225
24,245184.98544000002
