stage,objective
1,2.7002356920000017e6
2,1.863021995017603e6
3,2.1164294317158833e6
4,1.3957865878788047e6
5,802952.4488493875
6,1.456558201788608e6
7,802943.8690185398
8,1.528176252251789e6
9,1.0431859842999987e6
10,2.9735414050072953e6
11,1.6543382226997055e6
12,649125.3421746027
13,734265.5931000002
14,532855.2375210728
15,268738.2584332125
16,268732.2557020406
17,281661.5205739946
18,568022.473294246
19,268972.8964418173
20,363173.07548636384
21,256468.3377899999
22,248402.63558000006
23,256466.88857999997
24,245083.94735396103
