stage,objective
1,2.7002356920000017e6
2,741215.4011561014
3,340081.96274000034
4,741200.7062731944
5,1.0431870685285665e6
6,844387.6416191608
7,1.0771478862491362e6
8,802949.6042600013
9,913041.7677000016
10,1.8630226534999982e6
11,2.4441726356518716e6
12,1.5319019644999988e6
13,3.0217715878076404e6
14,3.021775205000002e6
15,3.0217931206595115e6
16,5.126740823319398e6
17,9.387937364353329e6
18,9.35987570364447e6
19,9.360219990433566e6
20,1.4971203779867746e7
21,1.866038152569419e7
22,8.979992406186631e6
23,2.3869156382930847e6
24,347350.4856978883
