stage,objective
1,340078.4790400006
2,510677.5139600001
3,373975.1183800008
4,310083.6948399991
5,389651.720759999
6,510625.3241600003
7,510611.4469600003
8,510627.9435600005
9,510645.4572599996
10,389657.9236600008
11,652761.3132735007
12,336264.10474000033
13,525785.7654800368
14,310122.4249400003
15,256609.72304000007
16,256554.08564000018
17,256492.15524
18,256591.30214043777
19,253595.4930400001
20,256485.25353999995
21,248435.16744
22,256485.62824
23,245178.52614000006
24,245147.29744000002
