stage,objective
1,2.7002356920000017e6
2,3.021771097286999e6
3,3.9925542005300075e6
4,4.1889282721406817e6
5,4.104388788518034e6
6,4.18891378416948e6
7,3.021773280500002e6
8,2.2848564945e6
9,2.7813883285000026e6
10,2.7562968492310867e6
11,1.0431882422599997e6
12,802945.2871599998
13,1.0051567477414701e6
14,256484.71061995998
15,245146.93621749757
16,248421.88409506017
17,248411.06401373935
18,245084.51659937156
19,245089.60930447653
20,245087.59718000004
21,245086.04005668766
22,245087.64343148167
23,245087.62205657794
24,245083.02260000003
