stage,objective
1,340078.4790400006
2,510676.9509599991
3,510671.9893599991
4,532893.5850600004
5,532906.7867600005
6,532972.8658599984
7,532891.2858065963
8,532885.7845134027
9,532848.5025600009
10,716962.4637599997
11,717036.4013599996
12,803093.9003599994
13,844457.4543600008
14,1.5283943328999989e6
15,1.8630850735999998e6
16,1.8572297738863602e6
17,1.528232625599999e6
18,1.824599123610843e6
19,2.2094216458e6
20,1.8631053893e6
21,2.116421556e6
22,1.899742169255922e6
23,3.017764250534908e6
24,311750.04124000075
