stage,objective
1,2.7002356920000017e6
2,3.2461031489036977e6
3,2.6839743003418446e6
4,1.8630207856211811e6
5,1.62873948601396e6
6,1.528176052000001e6
7,1.2639292612599991e6
8,1.5281770425000004e6
9,1.5281738434246294e6
10,1.5281729488730095e6
11,1.8446140777977444e6
12,927259.9826999996
13,844391.8028567135
14,3.021791078817945e6
15,3.0217761391712464e6
16,2.2093935352812745e6
17,2.7310467502737176e6
18,2.209388335781608e6
19,1.8934829015279142e6
20,1.0431831030129706e6
21,2.7002319104243163e6
22,1.8675609177254634e6
23,309997.5851407638
24,273418.5381778401
