stage,objective
1,340078.4790400006
2,510665.58066000044
3,510633.69256000035
4,532926.3171599992
5,532905.5263599996
6,510689.163759999
7,532871.3536600005
8,532860.4410599992
9,532933.41536
10,564913.0649492871
11,510641.2269600006
12,803171.4970599972
13,844468.4363599997
14,1.0432936274599992e6
15,964546.9484599996
16,1.5283532315999996e6
17,1.4613309982181843e6
18,1.3193632580798548e6
19,1.5283683358999994e6
20,1.79978724985669e6
21,870467.7696147906
22,921851.21160988
23,1.259441512751946e6
24,251046.94013999868
