stage,objective
1,340078.4790400006
2,510665.58066000044
3,373937.8434800003
4,510638.01816000044
5,510660.70126000047
6,510653.4049600009
7,510636.08376000077
8,510609.71876000054
9,510623.49496000074
10,510614.24254
11,336207.5502399998
12,510712.4931600001
13,687384.7877599997
14,336214.52524000034
15,803091.5356600005
16,510664.6386599997
17,802995.6480600005
18,753982.6346963663
19,844405.5807600003
20,532853.9132599998
21,281662.38314000005
22,291913.72014
23,268843.1030400001
24,245192.80524000002
