plant,unit,value
1,1,626.86
1,2,1292.5435204141854
1,3,1.08
1,4,97.44000000000004
1,5,49.38999999999998
1,6,12.32
1,7,429.65451055058037
1,8,1.32
1,9,251.47799999999995
1,10,220.6459000000001
1,11,118.32306955515793
1,12,30.88
1,13,4.35
1,14,49.72
1,15,3.93
1,16,31.291575770380668
1,17,78.07552528033892
1,18,30.807303514773274
1,19,65.81695324473398
1,20,399.99730000000005
1,21,69.0
1,22,124.0
1,23,76.05
1,24,11.58
1,25,9.751985205837125
1,26,6.0
1,27,8.16
1,28,0.9
1,29,5.04
1,30,13.2
1,31,12.0
1,32,154.8
1,33,115.10112727898233
1,34,7.74
1,35,1.92
1,36,10.2
1,37,568.5587054812745
1,38,180.66356917073333
1,39,0.3
1,40,190.59799999999996
1,41,5.25
1,42,41.2
1,43,1.62
2,1,0.555
2,2,53.90638360268399
2,3,58.97612689857792
2,4,306.6
2,5,4.83
2,6,42.3
2,7,1.0
2,8,11.021599999999973
2,9,41.21378360090323
2,10,100.85104119197459
2,11,194.4686000000003
2,12,299.532687399295
2,13,0.0
2,14,90.12019999999995
2,15,219.2789786710732
2,16,6.2
2,17,274.0621023453274
3,1,0.39
3,2,0.33
3,3,0.96
3,4,0.33
3,5,0.7000000000000013
3,6,4.56
3,7,4.5
3,8,0.39
3,9,0.45
3,10,52.470558802198504
3,11,6.6
3,12,0.39
3,13,0.45
3,14,31.127723154556914
3,15,303.6
3,16,4.47
3,17,4.47
3,18,0.45
3,19,3.06
3,20,0.45
3,21,5.04
3,22,0.39
3,23,0.39
3,24,1.03
3,25,4.08
3,26,1.59
3,27,1.98
3,28,35.34
3,29,1.5
3,30,3.395
3,31,5.13
3,32,472.2140000000002
3,33,9.69
4,1,4.98
4,2,4.98
