stage,objective
1,2.7002356920000017e6
2,3.0217674100667983e6
3,3.021775259658605e6
4,3.036343257196404e6
5,3.021777445865318e6
6,2.4214333191e6
7,3.021770704831332e6
8,3.0217693931950033e6
9,3.308260912337847e6
10,4.1043811127590686e6
11,8.598007847546488e6
12,6.938647218749851e6
13,9.42930101918538e6
14,4.837809954999998e6
15,9.534846002601534e6
16,9.459415633161604e6
17,5.1709482134022415e6
18,5.170942301910758e6
19,9.360219135948882e6
20,1.4509290322416723e7
21,1.7344472963066705e7
22,8.029298734000003e6
23,2.200219273290739e6
24,245089.8081357253
