stage,objective
1,340078.4790400006
2,389698.8419599999
3,510639.6272599995
4,532988.8590600006
5,532885.78046
6,510621.0032599997
7,532877.2172599994
8,532897.4832600001
9,532881.3817599993
10,716966.4533600006
11,2.32378656210001e6
12,803158.2428600006
13,844541.2423599996
14,717164.6413599998
15,281792.78373999987
16,268827.4446399999
17,281716.17044
18,268863.3650400003
19,268757.98873999994
20,281678.47283999994
21,340108.35725999996
22,510612.7831600001
23,1.4979957167000058e6
24,245212.42244000002
