stage,objective
1,2.7002356920000017e6
2,2.780956874542646e6
3,2.3534194951208606e6
4,2.2848678954051957e6
5,2.6839592270753905e6
6,2.209388541478269e6
7,2.2848485875062644e6
8,2.1164230375000015e6
9,2.116423171500001e6
10,1.5281752320000008e6
11,3.021770046699956e6
12,3.0217716755999997e6
13,3.0217719335223436e6
14,1.0051745736000054e6
15,1.5281782808113247e6
16,2.2093919217824824e6
17,1.5281780969826747e6
18,2.988751927640034e6
19,3.021769538102258e6
20,2.5656260543579645e6
21,3.4118659512176253e6
22,3.9547145512461103e6
23,3.5424308412174513e6
24,857314.2815947216
