stage,objective
1,2.7002356920000017e6
2,1.863023212383099e6
3,2.6839607701162323e6
4,2.2848641700642034e6
5,2.4214339216689467e6
6,2.284851707675308e6
7,2.2848523118547387e6
8,1.0431852077599987e6
9,1.0051740406388454e6
10,960734.3756263889
11,1.7582912634746823e6
12,802947.4473550078
13,281652.2509899996
14,248404.49777999986
15,245145.98104756512
16,248776.06406483008
17,248405.70317999995
18,245087.01594160148
19,248404.02597999992
20,248403.77581999998
21,256466.96559000015
22,510594.28949999996
23,755455.9871880024
24,509481.4597684438
