region,depth,value
1,1,2307.4500000000003
1,2,552.5500000000001
1,3,518.6
1,4,338.6
2,1,2307.4500000000003
2,2,552.5500000000001
2,3,128.3476720151511
2,4,338.6
3,1,4614.900000000001
3,2,1105.1000000000001
3,3,0.0
3,4,677.2
4,1,0.0
4,2,0.0
4,3,0.0
4,4,210.61505009048588
