stage,objective
1,2.7002356920000017e6
2,3.2461031489036977e6
3,3.0217801823811606e6
4,3.036340220881067e6
5,3.0217763930935636e6
6,3.021767481992528e6
7,3.564379298084885e6
8,2.284855038277302e6
9,3.021771471500002e6
10,2.0049715711293183e6
11,3.0217695111000016e6
12,2.284851983100001e6
13,3.021772001952663e6
14,3.71211204435914e6
15,3.0217718026423454e6
16,5.126740276274838e6
17,9.387931709745832e6
18,9.359878864242136e6
19,9.360220558508813e6
20,1.858334860299875e7
21,1.866038217708622e7
22,1.1662367784999996e7
23,9.339184752082318e6
24,3.5199824560991693e6
