stage,objective
1,2.7002356920000017e6
2,3.021768508841403e6
3,3.021781247063659e6
4,3.021777158477977e6
5,3.672913557474062e6
6,4.364530286499992e6
7,4.100151444904305e6
8,4.837808201000005e6
9,4.819083202953555e6
10,4.364526470122933e6
11,4.849903622273162e6
12,4.364525797456108e6
13,3.9164657400038317e6
14,3.0217877159502283e6
15,2.421436567946531e6
16,808051.4620764814
17,281659.1550998511
18,256471.93414000003
19,268728.8460364491
20,256469.70414000005
21,248406.70974000008
22,253527.55714000005
23,245091.33714000005
24,245083.36438522418
