stage,objective
1,340078.4790400006
2,336196.216740001
3,510662.15376000106
4,510678.9499600008
5,310042.46944000013
6,510640.20075999945
7,310054.8698399998
8,310023.9643400004
9,310141.1613400001
10,336188.70973999985
11,336255.2737400001
12,336328.6459400002
13,336326.9606400002
14,663416.7460599998
15,685169.9047397207
16,534599.0617361031
17,802996.3445600001
18,803856.1584600005
19,927272.4953600001
20,1.00517612146e6
21,1.5283477545999992e6
22,733555.2767051912
23,281705.91494000005
24,245196.77344000002
