stage,objective
1,2.7002356920000017e6
2,1.5281716935565993e6
3,1.0431971208483577e6
4,1.5281737257534228e6
5,1.8630265514400154e6
6,1.8630204181260318e6
7,1.5281755662792176e6
8,2.11642162129673e6
9,1.4786443385000005e6
10,687216.08141632
11,2.1164220417967066e6
12,2.28485242037056e6
13,3.021768267908044e6
14,3.021768654616084e6
15,1.5281763882e6
16,2.665893825385783e6
17,3.260334985783629e6
18,2.98762569560696e6
19,3.021771432492655e6
20,1.4843536047447547e6
21,597057.6910888804
22,1.2802702810599997e6
23,2.317379130944683e6
24,245573.46038003187
