stage,objective
1,2.7002356920000017e6
2,2.421431516618103e6
3,3.4414022125429064e6
4,3.992545756520346e6
5,3.021770137099996e6
6,2.2848837390951663e6
7,3.021777194331065e6
8,3.563167534500003e6
9,3.563172052347645e6
10,3.5250499618434496e6
11,2.4555246014866047e6
12,1.816621715618439e6
13,1.8630210105583034e6
14,605395.2702166941
15,1.0431873932600003e6
16,1.4786434956826493e6
17,803671.50526
18,802949.2323044445
19,1.0431843278899603e6
20,2.6839514648496807e6
21,2.6839513652623026e6
22,3.5201685205524424e6
23,1.0747413095151575e6
24,672215.9340984869
