stage,objective
1,340078.4790400006
2,336225.4217399992
3,373912.99947999977
4,310048.05433999933
5,310020.4679400008
6,413554.5960271545
7,310042.6002400005
8,310012.77644000016
9,510624.5867875926
10,389630.1939324057
11,336208.9199400004
12,310205.1329399999
13,336295.3446399998
14,310158.5162399998
15,573060.2772599999
16,336248.49833999993
17,256492.99513999978
18,461598.2517962167
19,310032.9959400003
20,284595.6607925473
21,256498.88424000016
22,256515.15924000007
23,256555.2606400001
24,653228.1811966691
