stage,objective
1,340078.4790400006
2,336225.4217399992
3,291949.7285399996
4,310081.62433999963
5,310015.6799400002
6,310063.46384000033
7,310016.3468399998
8,310026.50973999966
9,291862.57014000043
10,291879.7620400004
11,281758.4512400003
12,310124.91823999956
13,336219.4316400001
14,310125.5474399999
15,292016.6202400001
16,510644.30925999954
17,510658.8093600003
18,803733.9053600002
19,927299.0934600001
20,988072.1496363604
21,1.3860966751234848e6
22,1.5281991245999995e6
23,1.7809694670782331e6
24,1.2818119758000004e6
