stage,objective
1,2.7002356920000017e6
2,2.284851679660298e6
3,1.6287385314581022e6
4,1.863029990018651e6
5,2.2848497257662714e6
6,2.116420344808828e6
7,2.635739081586726e6
8,1.8630216386915222e6
9,2.1164191713721678e6
10,3.0217691750107557e6
11,3.021774406300001e6
12,3.6964119465874285e6
13,3.0217706229999997e6
14,2.1627994340159483e6
15,2.8354786075709425e6
16,2.346317365897855e6
17,1.8630294748563822e6
18,3.0217660624551214e6
19,2.1164166352147944e6
20,802947.6572599998
21,599689.9516768658
22,529306.3049471071
23,540630.3942508396
24,1.706521614374305e6
