plant,unit,value
1,1,657.0
1,2,1350.0
1,3,1.08
1,4,219.48799999999991
1,5,185.359
1,6,25.48
1,7,529.0
1,8,8.8
1,9,255.0
1,10,232.89940000000007
1,11,339.68
1,12,260.0179008782106
1,13,21.75
1,14,192.1
1,15,11.79
1,16,76.56
1,17,179.52
1,18,552.1784841459902
1,19,603.9822176098976
1,20,400.0
1,21,100.0
1,22,196.0
1,23,153.79
1,24,181.42
1,25,24.64
1,26,46.0
1,27,126.4237173458024
1,28,4.8
1,29,11.76
1,30,206.8
1,31,28.0
1,32,245.1
1,33,234.78
1,34,134.16
1,35,7.04
1,36,68.0
1,37,969.2329999999998
1,38,787.4445466342643
1,39,0.3
1,40,197.0
1,41,68.25
1,42,173.04
1,43,3.78
2,1,9.9
2,2,349.2
2,3,349.2
2,4,350.0
2,5,24.15
2,6,66.6
2,7,3.52
2,8,17.076799999999988
2,9,88.75
2,10,126.74599999999997
2,11,250.55400000000006
2,12,353.5514
2,13,0.72
2,14,121.41959999999999
2,15,307.1
2,16,15.2
2,17,576.0
3,1,3.38
3,2,2.86
3,3,8.96
3,4,2.86
3,5,18.015000000000025
3,6,34.96
3,7,34.5
3,8,3.38
3,9,3.9
3,10,195.8
3,11,50.6
3,12,3.38
3,13,3.9
3,14,122.34349927034582
3,15,344.52
3,16,67.05
3,17,67.05
3,18,3.9
3,19,26.52
3,20,3.9
3,21,87.36
3,22,3.38
3,23,3.38
3,24,9.27
3,25,23.36177281991852
3,26,6.89
3,27,8.58
3,28,158.42050568720765
3,29,22.73160025631942
3,30,14.04
3,31,76.95
3,32,531.158
3,33,193.8
4,1,81.34
4,2,83.991294285347
