stage,objective
1,340078.4790400006
2,510665.58066000044
3,510669.96876000054
4,510729.08596000075
5,510611.6338599995
6,510640.20075999945
7,532870.8702600002
8,532925.1032599993
9,532873.1026600003
10,716949.4332599994
11,716967.4945599996
12,510810.8393599987
13,281704.10644000024
14,256566.36884000013
15,336280.80024000024
16,510696.11536000017
17,510679.9631600003
18,268762.02903999994
19,310019.3329399219
20,256507.09754
21,281722.0699400001
22,340107.9453400001
23,268846.20184
24,245177.15624
