stage,objective
1,2.7002356920000017e6
2,2.284849012264602e6
3,2.5487590283358395e6
4,3.0217760265966207e6
5,2.700236081876911e6
6,2.1164248894999996e6
7,1.5281789855000004e6
8,2.284852105855033e6
9,1.8518111161004752e6
10,1.5281933347492106e6
11,2.2848527930000015e6
12,1.5281762079808712e6
13,3.7121093798686713e6
14,734277.2474681977
15,907670.1421914287
16,291874.5726191141
17,291866.4917070996
18,731858.5784480367
19,389624.6821999997
20,1.5281745079186661e6
21,802945.9683000003
22,802945.6466999999
23,256470.83570354502
24,245085.86033079104
