plant,unit,value
1,1,657.0
1,2,1350.0
1,3,0.0
1,4,59.30000000000011
1,5,27.09999999999995
1,6,0.84
1,7,529.0
1,8,0.0
1,9,255.0
1,10,220.38828524878747
1,11,3.86
1,12,0.0
1,13,0.0
1,14,0.0
1,15,0.0
1,16,1.74
1,17,4.08
1,18,0.0
1,19,0.0
1,20,399.9997
1,21,97.0
1,22,172.87481836627077
1,23,50.7
1,24,0.0
1,25,0.56
1,26,0.0
1,27,0.0
1,28,0.0
1,29,0.0
1,30,0.0
1,31,0.0
1,32,152.22
1,33,8.781783095651047
1,34,0.0
1,35,0.0
1,36,0.0
1,37,617.7644424562665
1,38,28.800000000000026
1,39,0.0
1,40,197.0
1,41,0.0
1,42,0.0
1,43,0.0
2,1,0.0
2,2,0.0
2,3,0.0
2,4,345.8
2,5,0.0
2,6,27.520539383725783
2,7,0.0
2,8,9.559999999999976
2,9,25.0
2,10,80.51080000000003
2,11,149.82920000000036
2,12,304.95860000000016
2,13,0.0
2,14,93.93719999999996
2,15,229.57328719038694
2,16,5.0
2,17,18.985126119544862
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
3,5,0.7000000000000013
3,6,0.0
3,7,0.0
3,8,0.0
3,9,0.0
3,10,0.0
3,11,0.0
3,12,0.0
3,13,0.0
3,14,0.0
3,15,343.28
3,16,0.0
3,17,0.0
3,18,0.0
3,19,0.0
3,20,0.0
3,21,0.0
3,22,0.0
3,23,0.0
3,24,0.0
3,25,0.0
3,26,0.0
3,27,0.0
3,28,0.0
3,29,0.0
3,30,0.0
3,31,0.0
3,32,527.474
3,33,0.0
4,1,0.0
4,2,0.0
