stage,objective
1,2.7002356920000017e6
2,3.0217739979534224e6
3,3.152026401280321e6
4,4.945240803917795e6
5,4.446993973293394e6
6,4.837803797464624e6
7,3.021771333499998e6
8,3.0363354975000024e6
9,3.992549009999998e6
10,3.152032840499997e6
11,2.0430599487209022e6
12,1.0431877017000001e6
13,1.9825465590043925e6
14,2.2093931435000002e6
15,3.021767712071549e6
16,1.5281804574537687e6
17,1.944728316211963e6
18,2.421435446698649e6
19,3.0217687380639073e6
20,2.910791456084041e6
21,1.863017130410796e6
22,1.2662108775195852e6
23,3.562476010789561e6
24,5.93082050990769e6
