stage,objective
1,2.7002356920000017e6
2,2.780944129645422e6
3,1.0432051325465813e6
4,1.5281922454942577e6
5,1.863028472098969e6
6,1.863020874986302e6
7,1.8630217327897586e6
8,2.42142932857915e6
9,3.021767463788159e6
10,3.1520263959722146e6
11,3.7121100803985894e6
12,4.1043867846711874e6
13,5.170942978643239e6
14,9.501641820497155e6
15,9.534841227836266e6
16,9.459415424383193e6
17,9.387936939377978e6
18,9.359875742167741e6
19,1.4991683061843067e7
20,1.858334600001481e7
21,1.7344471409626864e7
22,9.474442891121082e6
23,3.786637641792628e7
24,3.8535252207909306e6
