stage,objective
1,2.7002356920000017e6
2,2.2094140686450005e6
3,1.8630308974346817e6
4,2.500079332070045e6
5,2.2848496454319507e6
6,3.0217686534670293e6
7,1.2148342986401021e6
8,1.8630226174999997e6
9,1.8630246985e6
10,2.0902654256794043e6
11,2.4214314057104513e6
12,2.2848529120000005e6
13,3.021770622999996e6
14,5.160474759500004e6
15,9.534845167750001e6
16,9.459420686000004e6
17,8.817967094999999e6
18,8.790995668386847e6
19,9.360224449000001e6
20,1.5361449673777483e7
21,8.720500613000005e6
22,6.766737536655316e6
23,1.3225848794993605e7
24,332880.43779442774
