plant,unit,value
1,1,609.05
1,2,1257.4482929431447
1,3,1.44
1,4,131.01583330716076
1,5,96.19900000000011
1,6,12.606386054586578
1,7,365.01
1,8,4.84
1,9,245.94880000000003
1,10,218.61955336220416
1,11,154.4
1,12,109.80129539689507
1,13,15.077783179210913
1,14,85.88
1,15,9.17
1,16,36.2625307963881
1,17,86.70724208564589
1,18,227.8246320551989
1,19,243.65951723751135
1,20,399.99630000000013
1,21,61.0
1,22,116.91433776074362
1,23,82.25536616167643
1,24,75.83527324203662
1,25,11.48
1,26,24.0
1,27,54.4
1,28,3.3
1,29,8.4
1,30,92.4
1,31,24.606858124413357
1,32,143.7894067605121
1,33,118.93643320213101
1,34,59.34
1,35,4.48
1,36,40.8
1,37,574.833336961519
1,38,390.0099575932325
1,39,0.4
1,40,181.63519999999994
1,41,33.25
1,42,75.1269178503102
1,43,2.7
2,1,5.94
2,2,157.9910653779015
2,3,164.9
2,4,295.4
2,5,17.71
2,6,45.45
2,7,1.56
2,8,13.109599999999977
2,9,53.5
2,10,102.0521999999999
2,11,196.7578000000003
2,12,298.2096000000002
2,13,1.2
2,14,89.93079383986864
2,15,216.8
2,16,9.5
2,17,284.1677289187953
3,1,1.95
3,2,1.65
3,3,4.8
3,4,1.65
3,5,15.083507126759395
3,6,19.76
3,7,19.8188041595799
3,8,1.95
3,9,2.25
3,10,94.79394863864489
3,11,32.98967217847554
3,12,1.95
3,13,2.25
3,14,56.58
3,15,299.88
3,16,34.27
3,17,34.27
3,18,2.25
3,19,15.3
3,20,2.25
3,21,42.14418424799338
3,22,1.95
3,23,1.95
3,24,8.24
3,25,15.378301671530549
3,26,4.4915008830866805
3,27,5.94
3,28,71.7904417793185
3,29,12.0
3,30,12.48
3,31,39.5105406856583
3,32,464.8460000000001
3,33,94.35396031879334
4,1,38.21060739878201
4,2,35.32503407746142
