stage,objective
1,2.7002356920000017e6
2,2.6839548235e6
3,3.0217670316983163e6
4,3.5201734358046353e6
5,3.0217684595000595e6
6,3.548764204499997e6
7,3.624226715499997e6
8,4.274972039499998e6
9,3.259829028500002e6
10,4.429035990192033e6
11,3.1520277654572353e6
12,3.4118619373149797e6
13,3.02176730010882e6
14,5.126741587012142e6
15,3.021782547034949e6
16,1.2639270497722924e6
17,1.863025118189089e6
18,2.4214352791717015e6
19,3.0217682440920062e6
20,3.1520294885028787e6
21,3.0217667994662095e6
22,802945.2460780642
23,2.284854579848329e6
24,5.338572460780333e6
