stage,objective
1,2.7002356920000017e6
2,3.0217702164376006e6
3,1.8630286388275921e6
4,2.2848518164255843e6
5,1.5281778773135506e6
6,1.528175645995669e6
7,1.5281789855000004e6
8,1.52817537728592e6
9,1.474588884549901e6
10,803669.8896600008
11,1.5281770544999987e6
12,1.833354875922192e6
13,3.0217706229999997e6
14,3.0217894399377108e6
15,3.021773908082884e6
16,3.021767282503482e6
17,3.712115113155976e6
18,2.9640955978847574e6
19,3.021769256395906e6
20,1.6347461194501463e6
21,1.9545773152819825e6
22,1.4992514012905818e6
23,1.0891258454690839e6
24,957109.808433955
