stage,objective
1,2.7002356920000017e6
2,3.021771667415403e6
3,3.2461067891411036e6
4,3.0217824599861056e6
5,3.0217977908243984e6
6,3.0217965826895833e6
7,3.021794984672539e6
8,3.021795380093962e6
9,2.2895377360497043e6
10,2.8671266174978875e6
11,3.2323000210108906e6
12,3.0217699145173877e6
13,1.863019252863884e6
14,309998.4588195449
15,336159.63388903346
16,281670.99481297657
17,336146.10502152145
18,332216.2991680335
19,716934.8997
20,844385.8253029203
21,3.0217674255973166e6
22,3.0217656552706333e6
23,956542.4254055733
24,340316.59541277366
