plant,unit,value
1,1,657.0
1,2,1350.0
1,3,1.44
1,4,208.0459999999999
1,5,183.13
1,6,24.64
1,7,529.0
1,8,7.92
1,9,255.0
1,10,232.19920000000002
1,11,324.24
1,12,240.6425854288351
1,13,17.520624697016224
1,14,178.54
1,15,10.48
1,16,74.82
1,17,177.48
1,18,527.1731716804005
1,19,572.26
1,20,400.0
1,21,100.0
1,22,188.0
1,23,150.41
1,24,158.26
1,25,24.08
1,26,42.0
1,27,111.52
1,28,4.2
1,29,10.08
1,30,180.4
1,31,24.0
1,32,237.36
1,33,227.04
1,34,131.99172311923675
1,35,6.4
1,36,64.6
1,37,959.3699999999999
1,38,800.7000000000004
1,39,0.2
1,40,197.0
1,41,63.0
1,42,160.68
1,43,3.24
2,1,7.445
2,2,342.1045499955365
2,3,339.5
2,4,350.0
2,5,22.54
2,6,65.25
2,7,3.16
2,8,16.97239999999999
2,9,84.25
2,10,125.16979999999995
2,11,247.12020000000007
2,12,350.8518000000001
2,13,1.44
2,14,119.12939999999999
2,15,300.65
2,16,14.45
2,17,563.2
3,1,3.77
3,2,3.19
3,3,9.6
3,4,3.19
3,5,25.10783390913827
3,6,33.73710421166482
3,7,33.0
3,8,3.77
3,9,4.35
3,10,187.0
3,11,57.2
3,12,3.77
3,13,4.35
3,14,117.3
3,15,344.52
3,16,67.05
3,17,67.05
3,18,4.35
3,19,30.000161126353976
3,20,4.35
3,21,87.36
3,22,3.77
3,23,3.77
3,24,9.859330293101419
3,25,21.76
3,26,7.42
3,27,9.563702922002085
3,28,152.52
3,29,24.00075668617282
3,30,16.776523721659196
3,31,79.06748077743907
3,32,529.316
3,33,199.30582863290041
4,1,86.28907932077061
4,2,87.98
