region,depth,value
1,1,2316.8
1,2,0.0
1,3,35.307501069559095
1,4,218.08451866531047
2,1,0.0
2,2,0.0
2,3,0.0
2,4,0.0
3,1,0.0
3,2,0.0
3,3,0.0
3,4,0.0
4,1,0.0
4,2,0.0
4,3,0.0
4,4,0.0
