stage,objective
1,2.7002356920000017e6
2,1.863023212383099e6
3,2.116425261130601e6
4,1.9399353191783875e6
5,2.1164224927701056e6
6,3.0217664642609432e6
7,3.0217661692243516e6
8,3.0217669603535905e6
9,2.6839557394999973e6
10,3.021770086130876e6
11,2.1164245753000006e6
12,1.5281711701750979e6
13,729989.4927714765
14,340106.566308253
15,521943.7652819799
16,530127.0972454245
17,331515.15945904236
18,281653.2139545486
19,294020.772702612
20,309998.979593941
21,268727.8143458846
22,247255.17873999488
23,245090.7445626179
24,245083.02260000003
