stage,objective
1,2.7002356920000017e6
2,716948.8040009998
3,716935.9247513264
4,687219.3977865297
5,741205.3824722841
6,964401.7444482781
7,1.0051586391616613e6
8,687217.8129902929
9,510623.5403218828
10,268748.75170854386
11,268728.0608803481
12,256465.34585617296
13,248407.73352179443
14,245118.92341048503
15,245150.8066996322
16,245119.1982470178
17,245088.43765355367
18,245101.87435258133
19,245099.33433708036
20,245088.55445213546
21,245082.78359999997
22,245089.4853081035
23,245083.1126
24,245083.02260000003
