stage,objective
1,2.7002356920000017e6
2,3.0217709035307243e6
3,3.0217695197362527e6
4,3.0217696981237233e6
5,2.1164196348682344e6
6,3.0217681098231673e6
7,3.2460954709903523e6
8,3.7993589899649993e6
9,4.819084528060667e6
10,5.873935283160031e6
11,5.126740968208589e6
12,4.1043859918024763e6
13,3.0217732335e6
14,3.021769786699474e6
15,1.5281847274768706e6
16,803686.4131192155
17,803670.1593861859
18,532849.6957091102
19,768478.6746389335
20,844387.6254828619
21,2.0194457333147628e6
22,583134.2460875807
23,3.0217684839991224e6
24,2.0659866397633161e6
