stage,objective
1,2.7002356920000017e6
2,3.021785400742002e6
3,1.5281751190263815e6
4,1.5281814198465832e6
5,2.1164221074291766e6
6,2.2093860306432396e6
7,2.2848516259061024e6
8,2.116418881286066e6
9,1.5281721107931659e6
10,3.0217687630796507e6
11,3.520170261200197e6
12,3.0217654589408822e6
13,1.8630248751999997e6
14,291861.5515900003
15,268755.4926728192
16,248406.37535261968
17,248407.0787178618
18,248411.82816257374
19,248404.02598000015
20,248408.32114000013
21,245088.16642000002
22,245087.0871999371
23,245084.57544316823
24,245083.02260000003
