stage,objective
1,2.7002356920000017e6
2,2.209394064235896e6
3,1.5281959023703225e6
4,1.0431864628461488e6
5,1.5281748321000002e6
6,2.116424889499996e6
7,1.5281762769756876e6
8,2.116419253475614e6
9,2.116418149908021e6
10,1.8630227404999994e6
11,1.8630218555999994e6
12,510597.3319000006
13,1.6287354710000008e6
14,510596.5585000003
15,281675.17190320045
16,256476.7442557523
17,256469.44017999992
18,248404.16498000012
19,245086.66697999998
20,245086.77309641673
21,245105.55325078464
22,245099.05859659886
23,245107.50804294564
24,245084.06518795888
