stage,objective
1,2.7002356920000017e6
2,2.71668598340971e6
3,2.1990766097860634e6
4,2.7002410053905696e6
5,2.209398514134936e6
6,2.116437422529064e6
7,2.284865727370143e6
8,2.284858966234833e6
9,1.8895867863186449e6
10,2.116430642716594e6
11,2.42143250708244e6
12,3.021770507498767e6
13,3.0217706229999997e6
14,4.819095509321183e6
15,3.712117971844271e6
16,5.126745512617081e6
17,4.065325705962755e6
18,4.364528122499999e6
19,4.819086702883489e6
20,3.021773284499999e6
21,4.05453432613327e6
22,5.790259182249898e6
23,8.488976315293474e6
24,1.7747244297990953e6
