stage,objective
1,2.7002356920000017e6
2,1.8630296222281978e6
3,3.0217991773949564e6
4,3.0217709900463894e6
5,2.7002646860609874e6
6,2.4214333191e6
7,1.2639546929142177e6
8,1.0431886169434711e6
9,741201.318260001
10,749874.1126233246
11,907654.574943604
12,256468.06758999964
13,256469.31678
14,248486.4175071926
15,245200.72803501645
16,253568.2440525135
17,256484.19108434068
18,256471.33180070925
19,256467.76298000012
20,248403.7758200001
21,256467.39041999995
22,245088.8994200001
23,245087.1669421869
24,245083.9126362353
