stage,objective
1,2.7002356920000017e6
2,3.0217845884561986e6
3,3.1520308493148386e6
4,3.021768409801103e6
5,3.036337622678496e6
6,3.879206873769246e6
7,3.246095686831735e6
8,3.021773284500003e6
9,3.0217733694999963e6
10,3.0217727072048783e6
11,2.0093511152633876e6
12,1.5281754668919034e6
13,687215.9649982359
14,532862.2701802449
15,1.956003012064524e6
16,3.0217735435363688e6
17,3.6741527478042766e6
18,3.674152629499998e6
19,4.364530370000001e6
20,9.41896089609515e6
21,9.443357049210954e6
22,1.0314528903834283e7
23,4.494683742296821e7
24,1.1549256898422444e7
