stage,objective
1,2.7002356920000017e6
2,741202.656256102
3,741205.1221513636
4,1.528181244653996e6
5,1.0051605446909405e6
6,1.5281722584158666e6
7,1.5281742663972862e6
8,1.456735001565747e6
9,1.4786443385000005e6
10,1.5281775904594809e6
11,2.2093941943738163e6
12,1.5318948114498407e6
13,3.916470094499998e6
14,3.0217720546969064e6
15,2.284873572219882e6
16,802947.3025242751
17,510601.6280184118
18,1.0431872795268875e6
19,1.7217841862495746e6
20,3.0217696649776176e6
21,3.0217680060958434e6
22,2.2848517342030127e6
23,503896.1307299689
24,508594.41117002483
