stage,objective
1,2.7002356920000017e6
2,3.5424370415504947e6
3,3.021784755102001e6
4,3.0217708544404283e6
5,3.1520313920880407e6
6,3.0217685290929377e6
7,3.696405876726687e6
8,3.799358188462727e6
9,5.12674041770342e6
10,8.0931218716106415e6
11,4.1889195669658706e6
12,3.021769732468508e6
13,1.528176460210137e6
14,256503.63446913892
15,245108.72646509344
16,245110.58789523458
17,245085.11394000007
18,245084.2150849586
19,245088.2220110225
20,245085.67857999995
21,245096.86980547768
22,245099.8178058908
23,245086.0667473643
24,245083.8107244591
